,0,1,2,3,4,5,6,7,8,9,10
0,0.004650177979259908,0.39815012741371203,0.5985634379017553,0.0032864346845325482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.04709024691767664,0.059191539812030625,0.5938156160651972,0.34468429847056536,0.0023085456522071455,0.0,0.0,0.0,0.0,0.0,0.0
2,0.1162359393394693,8.93298584222509e-05,0.13953335441847114,0.6204652563992578,0.2383545409560762,0.0015575183677720374,0.0,0.0,0.0,0.0,0.0
3,0.1637630714416679,0.0,0.0007781803801658073,0.16900887007085966,0.6223098183472134,0.20689981172163438,0.001003319480126704,0.0,0.0,0.0,0.0
4,0.18715485734004153,0.0,0.0,0.0010167091014898105,0.18110027490428832,0.6315068422738024,0.18532172932775326,0.0010544443926664814,0.0,0.0,0.0
5,0.20481033327688458,0.0,0.0,0.0,0.0006790115834625323,0.16953443897417814,0.6496030807447704,0.179639728671462,0.0005437400261269123,0.0,0.0
6,0.15673222530633404,0.0,0.0,0.0,0.0,0.0012205641101031986,0.23477213447241227,0.6493202825641172,0.11440130240677096,0.00028571644659672134,0.0
7,0.06592627869638618,0.0,0.0,0.0,0.0,0.0,0.0018075260669509184,0.2715887709695264,0.5888585185093606,0.13730903838878772,0.0004361460653745217
8,0.043653974935991956,0.0,0.0,0.0,0.0,0.0,0.0,0.001462556197853202,0.20716347126963153,0.6489179234779778,0.1424560490545372
9,0.009982894766288008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002226416333699274,0.6122022176322454,0.3855713660340553
